   Step   Time    Walltime(s) Profile
6000000  30.0000    15.1200   ▅▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇██████████████▇▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅▅
6500000  32.5000    16.3745   ▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇████████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆
7000000  35.0000    17.6331   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆
7500000  37.5000    18.8929   ▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆
8000000  40.0000    20.1486   ▆▆▆▇▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇▇▆▆▆
8500000  42.5000    21.4144   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000    22.6840   ▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000    23.9508   ▇▇▇▇▇▇▇▇▇▇▇█████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
10000000  50.0000    25.2250   ▇▇▇▇▇▇▇▇▇▇████████████████████████████▇▇▇▇▇▇▇▇▇▇
10500000  52.5000    26.5001   ▇▇▇▇▇▇▇▇▇██████████████████████████████▇▇▇▇▇▇▇▇▇
11000000  55.0000    27.7747   ▇▇▇▇▇▇████████████████████████████████████▇▇▇▇▇▇
11500000  57.5000    29.0547   ▇▇▇██████████████████████████████████████████▇▇▇
12000000  60.0000    30.3350   ████████████████████████████████████████████████
12500000  62.5000    31.6023   ████████████████████████████████████████████████
13000000  65.0000    32.8660   ████████████████████████████████████████████████
13500000  67.5000    34.1286   ████████████████████████████████████████████████
14000000  70.0000    35.4001   ████████████████████████████████████████████████
14500000  72.5000    36.6637   ████████████████████████████████████████████████
15000000  75.0000    37.9348   ████████████████████████████████████████████████
15500000  77.5000    39.1989   ████████████████████████████████████████████████
16000000  80.0000    40.4658   ████████████████████████████████████████████████
16500000  82.5000    41.7203   ████████████████████████████████████████████████
17000000  85.0000    42.9902   ████████████████████████████████████████████████
17500000  87.5000    44.2556   ████████████████████████████████████████████████
18000000  90.0000    45.5202   ████████████████████████████████████████████████
18500000  92.5000    46.7879   ████████████████████████████████████████████████
19000000  95.0000    48.0511   ████████████████████████████████████████████████
19500000  97.5000    49.3154   ████████████████████████████████████████████████
20000000 100.0000    50.5737   ████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0008   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     1.1947   ▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▂▃▄▄▅▆▇█████▇▆▅▄▄▃▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000     2.3516   ▁▁▁▁▁▁▁▁▁▂▂▂▂▃▃▄▅▅▆▇▇▇█████▇▇▆▆▅▅▄▃▃▂▂▂▂▁▁▁▁▁▁▁▁▁
1500000   7.5000     3.5145   ▁▁▁▁▁▁▂▂▂▂▃▃▃▄▄▅▅▆▇▇▇███████▇▇▆▆▅▅▄▄▃▃▃▂▂▂▂▁▁▁▁▁▁
2000000  10.0000     4.6636   ▁▁▂▂▂▂▂▂▃▃▃▄▄▅▅▆▆▆▇▇█████████▇▇▆▆▆▅▅▄▄▃▃▃▂▂▂▂▂▂▁▁
2500000  12.5000     5.8234   ▂▂▂▂▂▂▃▃▃▄▄▄▅▅▆▆▆▇▇▇█████████▇▇▇▆▆▆▅▅▄▄▄▃▃▃▂▂▂▂▂▂
3000000  15.0000     6.9794   ▂▂▂▃▃▃▃▃▄▄▄▅▅▆▆▆▇▇▇▇█████████▇▇▇▇▆▆▆▅▅▄▄▄▃▃▃▃▃▂▂▂
3500000  17.5000     8.1442   ▃▃▃▃▃▃▄▄▄▅▅▅▆▆▆▆▇▇▇███████████▇▇▇▆▆▆▆▅▅▅▄▄▄▃▃▃▃▃▃
